"id","req_specification","class"
"2747"," Then, it gets to the point where everyone's busy, and we're just researching, not getting to feel like we're helping at all. That's hard. It's important to feel like you're doing something beneficial for the company.","NULL"
"2748"," Long-term goals.","NULL"
"2749","  .","NULL"
"2750"," Pair program, anybody opposed?","NULL"
"2751"," As long as it's not scheduled over the weekend, I don't care. ","NULL"
"2752"," Thank you, Baski. I'll pair with Baski.","NULL"
"2753"," It's difficult when you're working on several different things and now you spend an hour actually programming this thing, two hours on troubleshooting issues, and spending an hour on an emergency release that you have to get out. With all of that, there's a lot of context switching going on.","NULL"
"2754"," That's the problem.","NULL"
"2755"," Yeah, that is a problem.","NULL"
"2756"," If we get rid of the context switch, that problem goes away.","NULL"
"2757"," Side bar. Part of this, I'm going to talk with Michael about it. As far as the context switching, maybe we can talk about this in the next meeting, and continue onto this. Let's start thinking about this, but we, as a group, need to start doing a much better job at estimating.","NULL"
"2758"," Whether that's adding factors to our estimates based on what we've historically done or making sure that we have the requirements upfront so we know what's going to be done, and controlling scope creep.","NULL"
"2759"," We as a group have caused a lot of our need to do context switching, because we oftentimes aren't done when we say we're going to be done. For whatever reason that is, and then we end up in a bind because we can't wait until we're done with something before we say we can...We have to keep things in the queue, in the schedule. Maybe next time, be thinking about that.","NULL"
"2760"," I personally think, I'm going to say this until I'm blue in the face.","NULL"
"2761"," But, if our iterations were much more structured, our releases I should say were much more structured, say, ""I know exactly. I've got eight iterations in a release. I've got four iterations of testing tacked onto the end of that, and it becomes a repetitive thing that happens exactly the same every single time, the layout becomes a lot easier.""","NULL"
"2762"," Because during the last four iterations of testing, now I'm starting to plan out the next release.","NULL"
"2763"," I don't want to derail us from the new hire thing. But be thinking about that for the next meeting. Hopefully we'll be able to control the context switching a little bit. We'll figure out how the pair programming works. I've got it on the list. What else? Long-term goals?","NULL"
"2764"," How long are we going to wait? For example,  we are working on something, and it's supposed to be done  . How long are we going to wait before, ""You know what? We're going to put this on the back burner."" Who makes that call how long we're going to wait?","NULL"
"2765"," Product owner.","NULL"
"2766"," That's right. Once you have that streamlined, then I give you everything and say, ""  , come back in two weeks  .""","NULL"
"2767"," Project managers, they will help with that. We can get a ScrumMaster.","NULL"
"2768","  , right?","NULL"
"2769"," Yeah. I want to wait until after we have our class. Hopefully, we're going to make big strides in all that. What else? New hire process. What else? Long-term goals. Pair programming, giving small chunks of responsibility at first.","NULL"
"2770"," You said earlier, just have an overview of the applications that we're going to have them doing these small chunks in. A training session, on just the application itself. Not necessarily a whole lot of detail, but just an actual demo of it, maybe.","NULL"
"2771"," Where  ?","NULL"
"2772"," Anyway, that can come from me, as in Susan or me, or something like that, to do the demo of it, and then, to have a session with the developer to talk about some of the coding, like how the code is laid out or where is the code, with practice in checking in, checking out, and all that stuff.","NULL"
"2773"," There may be some little nuances to how the code works. Susan and I can do the actual education  .","NULL"
"2774"," We had these quarterly or annual reviews, employee reviews. One of the good things that they have on those reviews is, ""The personal goals that you would hope to accomplish for yourself over the next year.""","NULL"
"2775"," That would be in line with trying to give direction to new hires about where they need to invest their time, what type of technologies that you should probably be focusing on. That would feed in with our organizational goals as well.","NULL"
"2776"," If you give us the option of focusing from time to time on what we prefer to do, once we have figured that out, can we  ? Because I feel that I know what I like and if it's an option for me to do that, that's when I have a passion to learn. That's what I want to do is just sit with somebody and learn everything about how to do it.","NULL"
"2777"," That is the plan. That was  the plan for...I know you guys came in and we just can't get out from under LCAM, so, I don't have anybody to sit with you.","NULL"
"2778"," That's what we want to try to do.","NULL"
"2779"," I think that it is that you never bother me, always  . If you have a question, come back. Don't ask, don't even email me. Just walk in. I would love to help you, but you've got to make a step. Don't assume and sit there, just come. It's OK.","NULL"
"2780"," That's what I do.","NULL"
"2781"," It's hard to do that when you're new. You always feel like you're bothering them.","NULL"
"2782"," ...you can't feel that way.","NULL"
"2783"," Open invitation, there.","NULL"
"2784"," Everybody has to be willing to help when they're needed. I ask for a lot of help, so if someone comes to me I feel obligated and I want to help that person back.","NULL"
"2785"," I'd say that what we need to do is get organized about it, too. Going back to the context switching, and all of that, which is one of the first things that was, requested, was how to manage those things. Baski's talked to us a little bit about that. Maybe we'll delve more into that. He'll organize about how we group up questions, and things like, and organize sessions of learning, and things like that.","NULL"
"2786"," What else? I know we're a few minutes over. Anybody have anything else they want to put in? We can start with this or we can pick it back up next time and try to add to this list.","NULL"
"2787"," I think if the teams are structured the right way and the iterations are structured the right way, then the mix will be good on each team to where the new hire can pair program with the thing that they're interested in accomplishing.","NULL"
"2788"," I would really, really try to steer clear of wearing one hat, because you'll get painted as the UI guy, or the business layer guy, where in the Agile world we need to strive to be multipurpose. We're better tools that way in the toolbox.","NULL"
"2789"," When Drake is out, and somebody can step in and be Drake, or Baski's out, and somebody can step in and be Baski, or when Corey's out, then somebody can step in and be a Corey. We're sharper that way.","NULL"
"2790","  .","NULL"
"2791"," I said it before, I'm not a data guy, but I play one on TV. I did stay at Holiday Inn Express last night.","NULL"
"2792"," That's part of the idea about putting the new people on the Sustainment Team so that they can get exposed to all of the different apps and cross-train at the same time. I'll add to the list.","NULL"
"2793"," I heard what Jasmine said when I got here. I thought that I had to call people to ask for help, because I kept hearing people call other people, so I wasn't sure if I should go to someone's desk, or call them. Then I was like, ""I don't like phones,"" so I started going and bothering Brian all the time, which he probably hates.","NULL"
"2794"," You bothered me like three times? Bothered me?","NULL"
"2795"," Knowing that you can get up and go somewhere is good to be told to a new hire. Not you guys, because you guys know that. Your first day walking in, I didn't know what to do.","NULL"
"2796"," It's good we are a small outfit and not part of a big enterprise, because you cannot find people in a big enterprise. You cannot go talk to the database guy if I work for a big company. I cannot make a change in the table and when I ask him, he says, ""OK, next Thursday, we'll meet, we'll talk about it."" That's the beauty of a small  company engagement.","NULL"
"2797"," I'll add all these to the list, as soon as whatever jerk has this thing locked...","NULL"
"2798"," ...will unlock it. Miranda, do you have anything else to add while we're...?","NULL"
"2799"," Everyone's covered all the stuff I was thinking. But I do plan on coming up with something else, and just thinking over and seeing if there's something else I can add. But I think Brian, Jasmine, and Karen covered exactly what I was thinking.","NULL"
"2800"," Good. All right, we'll get this codified and make an actual process. All right,  the meeting.","NULL"
"2801"," You just telling Agile jokes now?","NULL"
"2802"," Yeah, I had to get some brownie points back since I was  .","NULL"
"2803"," Actually a lot of people opened up today, that's good.","NULL"
"2804"," Remind me, because that's what Baski said.","NULL"
"2805"," Thanks.","NULL"
"3436"," ","NULL"
"3472"," ","NULL"
"3647"," ","NULL"
"3698","   .","NULL"
"3867","  Oh, OK.","NULL"
"3988"," I can't imagine when. This one is, they're reverse retiring.  . They're writing assets into the 1220 account. That's why it's this many days. Today, if they go...That actually   , can they do this? Search in assets and reverse retirement of 1220.","NULL"
"4084","  Well, let me see if I know what you're talking about. I'm not at all sure. Have I found hardwire? That hardwire? Partially found. That's a hardwire, right?","NULL"
"4313"," He's usually my good one. The one that puts the tasks out there   .","NULL"
"4321","  Yeah, it's all Brian. I sent that email out this morning. I don't know if you looked at it yet. You know that issue where I said it was weird on those ZFR's? There were two audit trail records that flipped it back. It's also doing it when they manually edit stuff on the edit assets screen.","NULL"
"4426","  It wouldn't be treated like take the old one out and replace it with the new one?","NULL"
"4462"," chance to look it. I want to go to Basky, will you note?","NULL"
"4463"," Yes.","NULL"
"4464"," How are they?","NULL"
"4465"," In the middle of the morning. I'm making note of every little, that point area.","NULL"
"4466"," We can look at some of stuff that you come up with. The main thing I want to do is to schedule some time, look at there at least two hours of blocks, sit down and do some of it. I'd never done the fair program.","NULL"
"4467"," I guess it's going to be...","NULL"
"4468"," After you...","NULL"
"4469"," Sorting out?","NULL"
"4470"," Yes. You do an hour. I will do an hour. Then we can see how far we get.","NULL"
"4471"," This is my first point. Big things, so you're going to have to try to bear with me on some things. ","NULL"
"4472"," There's no problem. At this point you've been in the code, you know the basics of it, you know how to structure it, and that's a lot more that I can say. Get it to compile. Just cut that variety.","NULL"
"4473"," ","NULL"
"4474"," Page. I cannot believe I just made a connection between the stuff I did several months ago and then now  . Page. The last name sound familiar, I don't know if it sounds familiar, but I've never met her, I'm kidding.","NULL"
"4475"," ","NULL"
"4477"," We can't screw anything up. Everything is done at the end and so it's not a concern. As long as you don't check anything in until we've vetted everything.","NULL"
"4478"," Is there a way to save it locally, so that I can just...Is that what he did? I'm new to DFS. I'm terrified.","NULL"
"4479"," You work in your local copy. Everything you have is local. Until you decide to check everything in, you could do whatever you like.","NULL"
"4480"," Great. Thank you.","NULL"
"4481"," Any of the things that Basky's talked about so far. He mentioned creating a new view model for the map provider.","NULL"
"4482"," That would have the red map, only it would be in the license key, and all that?","NULL"
"4483"," Mm-hmm.","NULL"
"4484"," Then you would just exclude the other one that has the map point stuff in it? That's what he said.","NULL"
"4485"," We'll have to eventually, after everything's done, they would remove those references. Delete the references in the modules, the map control and EX map point control, and exclude the map control view .xaml from the project control. That's what I was looking at.","NULL"
"4486"," One of the actual things we could talk about is creating a new view. Basky said we needed to create a new...Call it whatever you want to but we'd call it the Telerik control view, or whatever. That's probably fine, more program.","NULL"
"4487"," Right now, we have the map control view. Most likely can take this straight XAML and the class itself.","NULL"
"4488"," On this page, remove the user control stop, and add the reference, or just drop in the Telerik control. We're going to input the same items here.","NULL"
"4489"," I'm all into it.","NULL"
"4490"," It really looks so easy. I guess I just go over my own thing. I need to  . Not the coating itself, but you know.","NULL"
"4491"," I've never made co-changes in the collate projects. I don't worry about anything. Certainly different so it's coming here and  .","NULL"
"4492"," Let me do it this way.","NULL"
"4493"," Is that how they spell tolerate? Is it right?","NULL"
"4494"," I think so.","NULL"
"4495"," Basically going here, we'll replace, I think kind of shortcut method, but we are going to go in here and replace a lot of the records. Mad control, we are going to create the new Telerik control. I'm going to find a new model. Chill a little bit.","NULL"
"4496"," Let's  where we start coding.","NULL"
"4497"," That's fine.","NULL"
"4498"," Go back and mark prints the view model.","NULL"
"4499"," OK. We have new view. A couple of more changes left to be made, but this gets it started.","NULL"
"4500","  space there. Figure out where that's defined at.","NULL"
"4501"," Is that the one that kept crashing? The one we opened once, and it crashed. We couldn't get it open, even if...","NULL"
"4502"," It could be. I don't know.","NULL"
"4503"," I know you talked about  .","NULL"
"4504"," Controls.","NULL"
"4505","  that one of them, every time you would open the map controller, it would just close.","NULL"
"4506"," This can go to the right place on the view model. OK. That should be just about it. To replace the...Got to unhook this current user control, and see what it is.","NULL"
"4507","  defined.","NULL"
"4508"," The  face for the  control, it should have...","NULL"
"4509"," I'm sorry. I'm getting familiar with the code as well.","NULL"
"4510"," That's OK, Adam. The other thing...","NULL"
"4511"," It's the first time I looked at the view model. I don't know much about it myself.","NULL"
"4512"," Maybe not much left else to do other than to take the Telerik control, plug it in, and match up some of the interface methods.","NULL"
"4513"," Some  .","NULL"
"4514"," Well...","NULL"
"4515"," Sounds that way, really. ","NULL"
"4516"," surely not.","NULL"
"4517"," As soon as I got to do it, 5,000 other things emerge. Hopefully not.","NULL"
"4518"," Trace that. Keep creating that, so the typeform has to be XA6. OK, so get field. I'm  , yeah?","NULL"
"4519"," All right, so basically, my understanding is -- limited understanding -- going to take that line out. We'll plug in our Telerik control and that will be the bulk of the work, then trying to figure out mapping the actual functionality, let's wait them out.","NULL"
"4520"," If  well we also got to take it in, this is just a troll. We've created troll and now we've got to go find the user interface aspect of it. With map control view is referenced and what this...","NULL"
"4521"," Do you think you can find an example of where the Telerik control is referenced?","NULL"
"4522"," I know possibly under where some of the geo doc and stuff would be...referenced  , I'm not sure. I never look around and find it all there.","NULL"
"4523"," Free  run as administrator. It's one problem I had I ran to several times to stop from...not always. In 2013, run as administrator. I had to do that  immediately this projects.","NULL"
"4524"," So basically we have is to get our user control complete, so it's not our whole line. Change that one line of code and then do the smart thing and look the JR and collect project and see. I guess, compared against that, make sure we've done some place over there.","NULL"
"4525"," I can get on that. That's the  .","NULL"
"4526"," I don't know what's going on, still opening.","NULL"
"4527"," OK. It's up there. I don't know what it's going on here.","NULL"
"4528"," It's OK. It's up in my screen, so I can check it out there.   .","NULL"
"4529"," Let's see. This point, we've got a view model, we've got a view. We've got update drop control in and then tomorrow we can work on the rest of it.","NULL"
"4530"," I'll see how much I've found today, and hope we'll give us a...","NULL"
"4531"," I've only got a little bit left on LCAM, I've probably got another hour or two to finish that up. There's so much for that, then I can actually look at this code and give  . Then I'll start again tomorrow because I think that's it. We have a few more hours on the LCAM.","NULL"
"4668"," Wait a minute.","NULL"
"4669"," I know. I'm like, ""Where did he go?""","NULL"
"4670"," As you move that down...","NULL"
"4671"," Oh, this one here needs to be  .","NULL"
"4672"," some are  .","NULL"
"4673"," Just a little bit better than  . Coding's done. I just need to test it some more. End test, after Grady builds it.","NULL"
"4674"," Oh, OK. Then, you're done?","NULL"
"4675"," Yep. I started on something else already.","NULL"
"4676"," Something else like what?","NULL"
"4677"," Like  screen for the...","NULL"
"4678"," One of their issues from the issues  ?","NULL"
"4679"," Yeah.","NULL"
"4680"," Where's everybody else,  ?","NULL"
"4681"," I'm not sure.","NULL"
"4682"," He just showed up.","NULL"
"4683"," He's been here.","NULL"
"4684","  , right? We had this discussion.","NULL"
"4685"," I didn't make you a bug. Do you want me to move one of these back?","NULL"
"4686","  We'll make a bug.","NULL"
"4687","  I don't want to make a bug. I just want to move these back.","NULL"
"4688"," It doesn't matter. I don't care. There's...","NULL"
"4689"," What's the bug?","NULL"
"4690"," It doesn't work.","NULL"
"4691"," What?","NULL"
"4692"," The grid stuff is just not right.","NULL"
"4693"," There's one bug.","NULL"
"4694"," There's one bug?","NULL"
"4695"," Yeah, there's one bug. The grid stuff is not right, so I don't want to write a bug. It's random, isn't it?","NULL"
"4696"," No, it's not random.","NULL"
"4697"," The drop-downs don't have drop-downs in them, so you can't filter by the drop-downs on the grid.","F"
"4697"," The drop-downs don't have drop-downs in them, so you can't filter by the drop-downs on the grid.","A"
"4698"," You can filter by the drop-downs on the grid.","NULL"
"4699"," Because he's modified it now, because you couldn't yesterday.","NULL"
"4700"," That's  .","NULL"
"4701"," The drop-downs.","NULL"
"4702"," The drop-downs, that's the bug. Those didn't work.","NULL"
"4703","  That's what I said, the drop-downs.","NULL"
"4706"," Did you try it?","NULL"
"4707"," Yeah.","NULL"
"4708"," Did you try real hard?","NULL"
"4710"," You're going to be done with that shortly anyway, right?","NULL"
"4711"," Shortly.","NULL"
"4712"," For real, this time. ","NULL"
"4713"," We have check-in that  and I've made changes to that screen too, so if you want...","NULL"
"4714"," You haven't done it since yesterday, though, right? Because it was yesterday after Ethan told me that you had checked your stuff in that I told him about it, and I told him you had already made changes to it so they needed to  . You haven't done since yesterday on that screen, right?","NULL"
"4715"," No.","NULL"
"4716"," You're probably good, because it was after he told me that he had done his stuff that I told  about it,  .","NULL"
"4717"," I have some counts on the headers I'd like to change a little bit, make a little bit more sense about what's in the details and test the duplicate  thing a little more thoroughly just to make sure it's going to reach across different groupings and  . The only thing I haven't started on yet is the multi-row payroll editing.","F"
"4718"," They may not get that. We just may have to move that to the backlog.  ""Look, this is what you've got. Now what do you not like?"" Because you know they'll come back, and say they don't like something.","NULL"
"4719"," Yeah. I know for sure they're going to come back. There's stuff on the assets screen that they're able to edit but they can't edit on here right now. I know they're going to  .","F"
"4720"," We did have that story in the backlog about adding the ability to mass update, as a whole story. We had that one in the backlog, because Adam had not ever added the...It's like a whole separate story, so we can put this task under that. It's basically the same thing, right?","F"
"4721"," It's exactly the same thing.","NULL"
"4722"," OK. Let's put that under that story. If they whine too much about not being able to mass update, we'll say, ""We have a story for that."" ","NULL"
"4723"," Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"4724"," Good.","NULL"
"4725"," The release tomorrow that's going to them for 1.1, will have everything in it?","NULL"
"4726"," Yes.","NULL"
"4728"," No. I'm done giving them emergency releases. Because if we have to give them one  , it's like, ""No, you're just not getting one next week. Deal with it for a week. When you get 1.1, then we'll start back up again.""","NULL"
"4729"," We need to run database scripts this evening. I can run that script to update the project ID, to see if the columns are  .","NULL"
"4730"," You didn't do that last night?","NULL"
"4731"," No. I forgot to. I'm sorry.","NULL"
"4732"," Did you run on the SEC stuff last night, when you did the deploy?","NULL"
"4733"," No, I didn't. I forgot that too.","NULL"
"4734"," OK.  I was just asking, so if they ask me I'll know what to tell them next time.","NULL"
"4735"," Throw Grady under the bus this time.","NULL"
"4736"," Yeah. Throw me under the bus.","NULL"
"4737"," If they don't ask, I'm not going to say anything.","NULL"
"4738"," Those fix-it scripts, do those need to be run in our development test environments to bring anything up-to-date, or are those only data changes?","NULL"
"4739"," The one to widen the two project-related fields. Yeah, I need to run that.","NULL"
"4740"," Those should be scripted then?","NULL"
"4741"," Yeah. They're scripted. They're in the 109 script.","NULL"
"4742"," Development?","NULL"
"4743"," I can't remember if I ran that section against dev or not, I'll double-check.","NULL"
"4744"," Do I need it? I think I do. I haven't checked in the merge yet, but when I did I saw everything from 105 to 109 went back to the trunk which I presume has not been run in our dev and test environments yet.","NULL"
"4745"," Not in the test. I haven't deployed in test for a long time. I've been deploying in conversion.","NULL"
"4746"," The only place it's been is that  .","NULL"
"4747"," Next time you do just remember that you have to go back and run all the...","NULL"
"4748"," 105 through 109.","NULL"
"4749"," The 1-0whatevers. At least get each of them run once at some point to bring it up to...","NULL"
"4750"," In dev.","NULL"
"4751"," current whatever. The scheme in this introduction.","NULL"
"4752"," My assumption is whoever adds to the database script runs that section that they're adding. They go ahead and do it in dev. That's the assumption I've been going on.","NULL"
"4753"," In dev, that makes sense, but as far as test.","NULL"
"4754"," Right. Whenever we deploy the test then I'll do that.","NULL"
"4755"," As far as I'm concerned you can deploy to test whenever you're ready and we can get back to using...","NULL"
"4756"," Deploy 1.1 test.","NULL"
"4757"," Yeah. For next week...","NULL"
"4758"," when you bring back the database we'll probably take that database and we'll put it on top of my test. That way my test has the latest and we'll quit using the conversion one and we can just go forward from there.","NULL"
"4759"," After he does the merge then I'll deploy the test.","NULL"
"4760"," That's fine, whenever it works for you. If it's one day next week that's fine, because I'll continue to test against conversion until after we get the latest one then we'll drop conversion and go back to using test.","NULL"
"4761"," What I have that we need to talk to them about today. I'm going to ask them what they found out from monitoring the ports because I want to know.  Then the CTDI...","NULL"
"4762"," There's never a dull moment.","NULL"
"4763"," Are you sure you want to know?","NULL"
"4764"," I do, because if we have a problem we need to know, but I don't think we do.","NULL"
"4765"," That's not why you want to know.","NULL"
"4766"," No. It's the second part of that because I don't think we do. I want them to know it's not our problem.","NULL"
"4767"," They don't care.","NULL"
"4768"," I know, I care. Then CTDI and shift two. That's what I have to talk to them about. What do you all have?","NULL"
"4769"," The ""ship to,"" and ""ship,"" that...","NULL"
"4770"," I'm not touching that.","NULL"
"4771"," Code.","NULL"
"4772"," The one they want to load is CLLIs in LCAM?","NULL"
"4773"," Yeah.","NULL"
"4776"," They want to take the location code and...","F"
"4777"," put it in the CLLI field.","NULL"
"4778"," put it in the CLLI field. It's crap.","NULL"
"4779"," I know.","NULL"
"4780"," Use the industry standard.","NULL"
"4781"," I'm talking about the...","NULL"
"4782"," It does work, across applications.","NULL"
"4783"," Fuzzy Logic stuff.","NULL"
"4784"," Yeah, the Fuzzy Logic stuff.","NULL"
"4785"," Can we give that to Kim too?","NULL"
"4786"," He has it.","NULL"
"4787"," He already has the Fuzzy Logic?","NULL"
"4788"," He has it.","NULL"
"4789"," It's in the conversion package.","NULL"
"4790"," The conversion package. They don't understand it, but that's where it is.","NULL"
"4791","  It's somewhere in this  box.","NULL"
"4792","  my hands.","NULL"
"4793"," It's in Arabic too, by the way.","NULL"
"4794"," Upside down and backwards.","NULL"
"4795"," All right it's time to call them.","NULL"
"4796"," Please enter the conference key.","NULL"
"4797"," He doesn't feel good today, so he took the day off and he was already taking tomorrow off.","NULL"
"4798","  tomorrow.","NULL"
"4799"," Hi, who's on the call?","NULL"
"4800"," Jim  .","NULL"
"4801"," Violet.","NULL"
"4802"," Good morning. It's Kim.","NULL"
"4803"," Jim, Violet, and Kim. Anybody else?","NULL"
"4804"," DJ's here.","NULL"
"4807"," I also just got an email this morning that there's another server that has a similar issue, so I'm going to take a look at that and compare and contrast what's happening on our production servers with that server, so...","NULL"
"4808"," Kim when you say...","NULL"
"4809"," it's nice to know we've temporarily fixed what was wrong with our production servers by rebooting them, I don't think that's a long-term solution.","NULL"
"4810"," Kim when you say they're using ports which port is it? Is it connections for the database server, or are they connections for the client Web browser?","NULL"
"4811"," I'm looking at the Web servers and using a tool called TCPView that I downloaded from the Microsoft site, and so it's looking at basically TCP ports.","NULL"
"4812"," Which TCP port, for which service?","NULL"
"4813"," Let's see, does it say?","NULL"
"4814"," If it's HTTP ports, or HTTP traffic, I mean that would help narrow down what the potential problem could be. If it's the ports used by SQL server that could also, that points in one direction or the other, right?","NULL"
"4815"," Right, this particular utility, it tells me what the addresses are that are being attached, so based on that we could probably tell what the local ports are and the remote ports.","NULL"
"4816"," Off the top of my head, if you could narrow it down. Is it network traffic related to the Web servers going to the client, or traffic going back to the database?","NULL"
"4817"," I'm not even sure that this is what caused the issue. But I was tracking some of the errors out of the event log and one of the suggestions pointed me to this utility as a way to monitor. I'm trying to remember.","NULL"
"4818"," I think it actually said that if it ran out of ports it would match up with some of the things that we've been seeing where it appeared to be a network issue, but maybe it's actually not the network maybe it's the interface on the servers running out of resources, making it appear that the issue was a network issue. But as I gather more information I'll let you know.","NULL"
"4819"," OK.","NULL"
"4820"," OK.","NULL"
"4821"," Ask him what's on the other server that you're talking about?","NULL"
"4822"," Pardon?","NULL"
"4823"," What's on the other server that's having similar issues that you were talking about?","NULL"
"4824"," Actually it was one of the disaster recovery servers.","NULL"
"4825"," Right, and so that's what, again, doesn't make any sense and you might want to look at your remedy tickets because it seems like the virtual server for LCAM in Fort Wayne, you just got a remedy ticket on it?","NULL"
"4826"," Yes, that's what I'm looking at.","NULL"
"4827"," Yeah, again, did Roger ever come back to say there was anything else, any other server in that data center that was having issues?","NULL"
"4828"," I chatted with him this morning, I IMd with him this morning and he said that there's nothing else that he's aware of, that he's heard of, or seen that would be similar to what we're experiencing.","NULL"
"4829"," At some point you can certainly get Matt involved, since they're his virtual servers, and ask him to put some resources towards it.","NULL"
"4830"," He contributed a little yesterday. He responded to my email so I plan to pursue this with him too, thanks.","NULL"
"4831"," OK, thank you.","NULL"
"4832"," The other thing that I had on my list was the CTDI interface and the ship to email that came out this morning. I don't know what our options are at this point and we don't have time to make code changes, so I don't think putting the ship to codes in as CLLIs is a viable solution.","A"
"4832"," The other thing that I had on my list was the CTDI interface and the ship to email that came out this morning. I don't know what our options are at this point and we don't have time to make code changes, so I don't think putting the ship to codes in as CLLIs is a viable solution.","F"
"4836"," Yeah, a week-and-a -half, two weeks.","NULL"
"4837"," That they didn't have CLLIs because initially they were thinking that the ship to codes, or the to location codes were CLLIs. But, no we haven't tried to do the Fuzzy Logic Lookup.","NULL"
"4838"," Does Mike  , does he have the complete set of data elements or the Afinium ship to locations that he called a CLLI but it wasn't a CLLI? Does he have that?","NULL"
"4839"," From what I've seen, I've only seen the location code and address. I don't remember anything else from that spreadsheet.","NULL"
"4840"," What do you mean by ""address""?","NULL"
"4841"," Cities, states, zip.","NULL"
"4842"," It did have the street?","NULL"
"4843"," I'm pretty sure, but I'll have to look at that spreadsheet again to...","NULL"
"4844"," I think it did from what I remember from what you sent me, it had a street.","NULL"
"4845"," Yes, pretty sure it had the street on there, too.","NULL"
"4846"," I think it had a location name there, too, or something like that.","NULL"
"4847"," Did it?","NULL"
"4849"," That was from CTDI what they got from Afinium? We're talking the same thing, right?","NULL"
"4850"," It was probably on the spreadsheet that Mike sent, I think. Let's see.","NULL"
"4851"," If you're leaving it on me I don't have any options right now. Somebody else can assist. I don't know.","NULL"
"4852"," Yes, I don't know what our options are right now, Jim. Let's see. I'm looking at the spreadsheet. We do have the street address, city, and ship to source code. Wait a minute. Some of these look like CLLIs.","NULL"
"4853"," Yes, some of their location codes they have made look similar to CLLIs. Some of them have underscores in them. Some of them have...","NULL"
"4854"," Like the one example I sent, Marion, Maine, I just picked it because that's where I live, but coincidentally the street address was the same. I know we have all sorts of versions out there so that wasn't meant to act like, ""Oh, this is easy to do.""","NULL"
"4855"," But Kevin and I went down different paths with some Afinium people but we kept going down these paths, and it's like, there was no table that gave those Afinium ship to type locations tied to anything we could map actually there.","NULL"
"4856"," Even if we put those in...","NULL"
"4857"," I was like you. I was waiting for procurement to come through. I kept thinking, ""Well, he must have something."" Then Tom's last email was like, ""Oh...""","NULL"
"4858"," Even if those do look like CLLIs they still don't have...They don't have the company, like the Afinium company and the OACs.","NULL"
"4859"," We're left with the same situation.","NULL"
"4860"," That's what I mean, that's where we're left.","NULL"
"4861"," It still doesn't help us because it's still going to...","NULL"
"4862"," Right. Exactly, because...","NULL"
"4863"," Yes, they weren't CLLI codes. They had sometimes a full name, sometimes part name, sometimes...Like, Marion had, ""Marion 222,"" on it, because that's the street address, but then those is what we were trying to tie to at least some kind of Afinium company, and that's where we came to dead ends. They don't do that in their world.","NULL"
"4864"," What about a combination of city, state and zip? Would that get us pretty close to an Afinium company?","NULL"
"4865"," I think it would. I'd leave the street address off if you still don't get multiple hits.","NULL"
"4866"," There's two options, maybe three. Somebody goes in and hand-jams brand-new CLLIs for all of these location codes that they've got, and then somebody at CTDI would have to tie those location codes back to the CLLI code change on their part.","NULL"
"4867"," Number two is use some sort of Fuzzy Logic magic to group up data in that spreadsheet to data in LCAM to get a CLLI so that they can map a location code to the CLLI code change on CTDI's part. Or number three, we force all of the location codes into the CLLI field, which probably won't work, because I thought I saw some that were larger than 13 characters, and they don't follow a normal path.","NULL"
"4868"," We may be able to just take the first 11 or 13 of it and have the rest of it in something else, and they would send over the raw location code coaching on our part. There's only three options.","NULL"
"4869"," I do believe...","NULL"
"4870"," Mike was willing, if we could...","NULL"
"4871"," was hoping it just had a one-to-on match to it up-front, before I send it to you.","NULL"
"4872"," What was that, Jim?","NULL"
"4873"," I think Mike  , if we did have the mapping one-to-one for the Afinium location to ship via CLLIs for LCAM I think he was willing to do that on his end up-front.","NULL"
"4874"," If we send a one-time cross...?","NULL"
"4875"," Yeah.","NULL"
"4876"," Could we get the low-hanging fruit right now? There's always going to be...","NULL"
"4877"," What's that?","NULL"
"4878"," Can we get the low-hanging fruit right now? There's obviously going to be some of that stuff matches perfectly, right? Everything matches on address perfectly.","NULL"
"4879"," I don't know how many that would end up being, but that seems like it would be a pretty simple query to perform is just take what we have on that spreadsheet, take what we have in LCAM, do a join based on the address fields.","NULL"
"4880"," There might be 10,000 location codes in there. You might end up with a thousand matches, but at least that's a thousand that you would have that we don't have to look at again. That would be low-hanging fruit to me.","NULL"
"4881"," That could be done by someone else other than you.","NULL"
"4882"," Yes. I'm strapped...","NULL"
"4883"," I know.","NULL"
"4884"," right now. I'm trying to do the Verizon thing.","NULL"
"4885"," Jim, is the list that Mike sent out, is that an exhaustive list? Because he only sent out of 300 and something ship to codes or location codes.","NULL"
"4886"," Let's see. That's the other problem. I'm getting a lot of different lists, working on different projects. What list was that?","NULL"
"4887"," That was an email from...Actually that was from you.","NULL"
"4888"," Initially Mike sent it out. It was called, ""Missing,"" underscore, ""CLLI,"" underscore, ""Code.""","NULL"
"4889"," I took care of that. That was unrelated. That's another project. Sorry. They sent another one out for me to find the OAC. I was wondering if it was this project, but he clarified it wasn't.","NULL"
"4890"," Oh.","NULL"
"4891"," That's why I was asking earlier, ""Have we really ever gotten a complete list so we know what we're dealing with?""","NULL"
"4892"," Do we actually need the list of ship tos and addresses from Afinium?","NULL"
"4893"," He might have the same copy. I'd rather get it from him if that's where we're...","NULL"
"4894"," That makes sense, because it's his data.","NULL"
"4895"," That's fine.","NULL"
"4896"," He gets it from Afinium. He's already been set up with Afinium for a while.","NULL"
